,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,26,1994,27,26,2146,23.8,2,2,2,0,0,9,0,0.08,0.08,0.17,0.08,0.17,2.3,2.1,1.3,3.4,0.10,0.05,0.15,0.09,0.14,Matches,48b28bfd
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,26,1994,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.23,0.00,0.23,0.23,0.23,Matches,48b28bfd
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,25,14,1289,14.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.06,0.02,0.08,0.06,0.08,Matches,18abe173
38,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,31,31,2664,29.6,2,1,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,1.2,1.2,1.5,2.8,0.04,0.05,0.09,0.04,0.09,Matches,246d153b
39,Rayan Aït Nouri,fr FRA,DF,Wolves,eng Premier League,19,2001,21,16,1404,15.6,1,1,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,0.6,0.6,0.6,1.2,0.04,0.04,0.08,0.04,0.08,Matches,9b398aea
40,Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,19,2001,3,2,187,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,0.1,0.1,0.3,0.3,0.03,0.13,0.16,0.03,0.16,Matches,9b398aea
41,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,33,31,2780,30.9,2,0,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.9,1.9,0.5,2.4,0.06,0.02,0.08,0.06,0.08,Matches,d6192210
42,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,26,1994,35,34,2967,33.0,16,4,12,4,5,5,0,0.49,0.12,0.61,0.36,0.49,15.7,11.8,3.9,15.7,0.48,0.12,0.60,0.36,0.48,Matches,462475ed
43,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,28,26,2350,26.1,2,0,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.3,2.0,0.06,0.01,0.08,0.06,0.08,Matches,89ac64a6
44,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,13,10,865,9.6,1,0,1,0,0,3,1,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,f2a68b97
45,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,9,0,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.64,0.00,0.64,0.64,0.64,Matches,414e1f69
46,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,10,9,797,8.9,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches,eaeca114
47,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,10,4,378,4.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.14,0.14,0.00,0.14,Matches,31f5b89b
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,32,6,1056,11.7,0,1,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,1.2,1.2,0.8,1.9,0.10,0.06,0.16,0.10,0.16,Matches,fdf4b948
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,16,14,1184,13.2,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches,6ec6fde0
50,David Alaba,at AUT,DFMF,Bayern Munich,de Bundesliga,28,1992,32,30,2675,29.7,2,4,2,0,0,4,0,0.07,0.13,0.20,0.07,0.20,1.2,1.2,2.1,3.3,0.04,0.07,0.11,0.04,0.11,Matches,05439de2
51,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,22,17,1505,16.7,0,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.3,1.5,0.01,0.08,0.09,0.01,0.09,Matches,5314e067
52,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,1,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,788be7f9
53,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,25,12,1245,13.8,11,2,9,2,2,2,0,0.80,0.14,0.94,0.65,0.80,7.2,5.7,0.9,6.6,0.52,0.07,0.59,0.41,0.48,Matches,834d0be5
54,Jordi Alba,es ESP,DFFW,Barcelona,es La Liga,31,1989,35,34,3025,33.6,3,5,3,0,0,9,0,0.09,0.15,0.24,0.09,0.24,1.9,1.9,7.6,9.5,0.06,0.22,0.28,0.06,0.28,Matches,4601e194
55,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,34,33,2618,29.1,9,2,9,0,0,5,0,0.31,0.07,0.38,0.31,0.38,5.1,5.0,7.9,12.9,0.18,0.27,0.45,0.17,0.44,Matches,5294a83f
56,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,35,35,3115,34.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.0,1.9,0.03,0.03,0.06,0.03,0.06,Matches,4bd414c1
57,Marc Albrighton,eng ENG,DFFW,Leicester City,eng Premier League,30,1989,31,17,1746,19.4,1,5,1,0,0,2,0,0.05,0.26,0.31,0.05,0.31,1.2,1.2,3.5,4.7,0.06,0.18,0.24,0.06,0.24,Matches,b827d5b3
58,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,27,19,1544,17.2,6,4,5,1,2,0,0,0.35,0.23,0.58,0.29,0.52,9.0,7.5,2.8,10.2,0.53,0.16,0.69,0.43,0.60,Matches,a7a9d95a
59,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,13,8,909,10.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,ba71d071
60,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,24,20,1854,20.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.2,1.2,2.3,3.5,0.06,0.11,0.17,0.06,0.17,Matches,77e84962
61,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,30,25,2165,24.1,1,0,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,1.8,1.8,0.5,2.3,0.07,0.02,0.10,0.07,0.10,Matches,036bba5f
62,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,17,14,1299,14.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches,bb08bce9
63,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,25,25,2240,24.9,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.7,1.4,0.03,0.03,0.06,0.03,0.06,Matches,f7d50789
64,Iván Alejo,es ESP,MFFW,Cádiz,es La Liga,25,1995,22,6,827,9.2,1,1,1,0,0,5,0,0.11,0.11,0.22,0.11,0.22,1.1,1.1,0.8,1.9,0.12,0.09,0.21,0.12,0.21,Matches,3d7e48ce
65,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,1998,2,0,48,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.00,0.10,0.10,0.10,Matches,6c811eb7
66,Carles Aleñá,es ESP,MFFW,Getafe,es La Liga,22,1998,22,15,1366,15.2,2,2,2,0,0,1,0,0.13,0.13,0.26,0.13,0.26,1.7,1.7,2.7,4.3,0.11,0.18,0.29,0.11,0.29,Matches,6c811eb7
67,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8fa8f8d2
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,36,34,3031,33.7,2,7,2,0,0,2,0,0.06,0.21,0.27,0.06,0.27,2.6,2.6,8.6,11.2,0.08,0.26,0.33,0.08,0.33,Matches,cd1acf9d
69,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.17,0.18,0.35,0.17,0.35,Matches,1c772b46
70,Mohamed Ali Cho,fr FRA,FWMF,Angers,fr Ligue 1,16,2004,21,1,348,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.1,2.0,0.49,0.02,0.51,0.49,0.51,Matches,f8405304
71,Ezgjan Alioski,mk MKD,DFMF,Leeds United,eng Premier League,28,1992,36,29,2461,27.3,2,3,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,1.6,1.6,3.3,4.9,0.06,0.12,0.18,0.06,0.18,Matches,1a7fcf39
72,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bdedd861
73,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33,33,2970,33.0,1,0,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches,7a2e46a8
74,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12,12,1080,12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b052b8bf
75,Allan,br BRA,MF,Everton,eng Premier League,29,1991,24,23,2051,22.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.01,0.03,0.05,0.01,0.05,Matches,cc700722
76,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,15,7,620,6.9,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,2.0,2.0,1.2,3.3,0.30,0.18,0.47,0.30,0.47,Matches,cea4ee8f
77,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,26,1994,34,28,2429,27.0,4,1,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,3.2,3.2,2.9,6.1,0.12,0.11,0.23,0.12,0.23,Matches,862a1c15
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,13,11,960,10.7,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.8,1.8,1.3,3.2,0.17,0.13,0.30,0.17,0.30,Matches,f4290206
79,Sergio Álvarez,es ESP,MFDF,Eibar,es La Liga,28,1992,27,17,1568,17.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.02,0.02,0.04,0.02,0.04,Matches,88d91621
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,23,22,1948,21.6,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.5,1.1,0.03,0.02,0.05,0.03,0.05,Matches,3ecc11d8
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,19,18,1632,18.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.1,0.6,0.02,0.01,0.03,0.02,0.03,Matches,585a73a8
82,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,15,10,896,10.0,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.8,0.8,0.6,1.4,0.08,0.06,0.14,0.08,0.14,Matches,ad1f61f3
83,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,24,20,1504,16.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,1.7,0.09,0.01,0.10,0.09,0.10,Matches,9260926b
84,Romain Amalfitano,fr FRA,FWDF,Dijon,fr Ligue 1,30,1989,2,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,d7bf3d19
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,69c5633e
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,12,8,722,8.0,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches,1a4ef233
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,13,10,813,9.0,1,0,1,0,0,3,1,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.3,0.5,0.03,0.03,0.06,0.03,0.06,Matches,22721b88
88,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,23,5,753,8.4,0,1,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,1.0,1.0,1.4,2.4,0.12,0.16,0.29,0.12,0.29,Matches,2945f4b7
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,35b4bc62
90,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,29,20,1890,21.0,2,6,2,0,0,5,0,0.10,0.29,0.38,0.10,0.38,2.2,2.2,3.1,5.3,0.10,0.15,0.25,0.10,0.25,Matches,555d5edd
91,Ethan Ampadu,wls WAL,DFMF,Sheffield Utd,eng Premier League,19,2000,25,23,2089,23.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.2,1.5,0.01,0.05,0.07,0.01,0.07,Matches,10b9fa99
92,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,31,28,2441,27.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.1,0.02,0.02,0.04,0.02,0.04,Matches,5a2cb25d
93,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,23,7,800,8.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches,c46736ab
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,31,30,2730,30.3,1,1,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,1.2,1.2,0.4,1.7,0.04,0.01,0.05,0.04,0.05,Matches,e34fc66d
95,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,3,2,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16,Matches,e34fc66d
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,3,1,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ca241ad3
97,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,de31038e
98,Felipe Anderson,br BRA,FWMF,West Ham,eng Premier League,27,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9f1893b9
99,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,16,14,1126,12.5,3,0,2,1,1,1,0,0.24,0.00,0.24,0.16,0.16,6.2,5.4,0.3,5.7,0.49,0.03,0.52,0.43,0.46,Matches,b4cf5806
100,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,326d09ef
101,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,35,35,2885,32.1,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,1.6,1.6,1.1,2.7,0.05,0.03,0.08,0.05,0.08,Matches,ef9c1c95
102,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,29,29,2526,28.1,5,2,5,0,0,5,1,0.18,0.07,0.25,0.18,0.25,2.6,2.6,2.0,4.5,0.09,0.07,0.16,0.09,0.16,Matches,e0b113a7
103,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,26,21,1672,18.6,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.5,1.0,0.03,0.03,0.05,0.03,0.05,Matches,d8992b84
104,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b1e5bbec
105,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,14,11,901,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.0,1.1,0.00,0.10,0.11,0.00,0.11,Matches,3024e383
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches,56cafd0a
107,Angeliño,es ESP,DFFW,RB Leipzig,de Bundesliga,23,1997,26,24,2161,24.0,4,4,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,4.2,4.2,5.5,9.7,0.17,0.23,0.40,0.17,0.40,Matches,30941e96
108,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0e0e4422
109,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f5409698
110,Cristian Ansaldi,ar ARG,DFFW,Torino,it Serie A,33,1986,31,20,1947,21.6,1,6,0,1,1,1,0,0.05,0.28,0.32,0.00,0.28,1.9,1.1,5.0,6.1,0.09,0.23,0.32,0.05,0.28,Matches,bbafc0c4
111,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,31,30,2711,30.1,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,1.3,1.3,0.9,2.2,0.04,0.03,0.07,0.04,0.07,Matches,5e66fa06
112,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,26,24,1974,21.9,10,5,10,0,0,3,0,0.46,0.23,0.68,0.46,0.68,12.9,12.9,3.0,16.0,0.59,0.14,0.73,0.59,0.73,Matches,ac05f970
113,José Antonio Miranda,gq EQG,MFDF,Getafe,es La Liga,22,1998,4,0,26,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19,Matches,683788fd
114,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,5,2,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,8f68aa41
115,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,22,1998,30,23,1781,19.8,7,3,5,2,2,3,1,0.35,0.15,0.51,0.25,0.40,9.9,8.3,4.0,12.3,0.50,0.20,0.70,0.42,0.62,Matches,a5db0bec
116,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,34,21,1731,19.2,2,5,2,0,0,2,0,0.10,0.26,0.36,0.10,0.36,3.4,3.4,5.8,9.2,0.17,0.30,0.48,0.17,0.48,Matches,b94b8be1
117,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,22,16,1556,17.3,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.3,1.6,0.02,0.07,0.09,0.02,0.09,Matches,feb5d3ab
118,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f28876e5
119,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,34,33,2983,33.1,3,0,3,0,0,11,0,0.09,0.00,0.09,0.09,0.09,2.1,2.1,2.0,4.0,0.06,0.06,0.12,0.06,0.12,Matches,58afe001
120,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,21,20,1669,18.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.1,0.03,0.03,0.06,0.03,0.06,Matches,56413b1f
121,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,28,17,1496,16.6,4,2,4,0,0,5,0,0.24,0.12,0.36,0.24,0.36,3.7,3.7,2.0,5.6,0.22,0.12,0.34,0.22,0.34,Matches,fa18c72e
122,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,33,26,2426,27.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.1,0.01,0.03,0.04,0.01,0.04,Matches,27a013f7
123,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,24,16,1510,16.8,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,1.8,1.8,0.2,2.0,0.11,0.01,0.12,0.11,0.12,Matches,2bef2bca
124,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,34,30,2807,31.2,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.9,2.7,0.06,0.03,0.09,0.06,0.09,Matches,850c0a0d
125,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2f965a72
126,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches,fdd60087
127,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,13,2,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.24,0.04,0.27,0.24,0.27,Matches,08534272
128,Unai Arietaleanizbeaskoa,es ESP,FWMF,Eibar,es La Liga,21,1999,4,0,47,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches,74d9a90b
129,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2f7407fa
130,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,33,32,2764,30.7,4,5,4,0,0,3,0,0.13,0.16,0.29,0.13,0.29,2.7,2.7,2.6,5.3,0.09,0.08,0.17,0.09,0.17,Matches,97333cf5
131,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,30,30,2585,28.7,3,6,3,0,0,7,1,0.10,0.21,0.31,0.10,0.31,2.4,2.4,4.2,6.6,0.08,0.15,0.23,0.08,0.23,Matches,86e119e0
132,Toluwalas Arokodare,ng NGA,FWMF,Köln,de Bundesliga,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.20,0.20,0.40,0.20,0.40,Matches,a42760bc
133,Sergio Arribas,es ESP,MFFW,Real Madrid,es La Liga,18,2001,8,0,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches,1e465e70
134,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,7,6,585,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28d596a0
135,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,30,25,1818,20.2,3,0,3,0,0,9,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,0.4,1.3,0.04,0.02,0.07,0.04,0.07,Matches,963a328b
136,Kwadwo Asamoah,gh GHA,DFMF,Cagliari,it Serie A,31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,089550f5
137,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,13,8,762,8.5,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.3,0.6,0.03,0.03,0.07,0.03,0.07,Matches,e26fcca3
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9f0ea33f
139,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,24,1996,35,21,1869,20.8,5,2,5,0,0,1,0,0.24,0.10,0.34,0.24,0.34,3.8,3.8,3.3,7.0,0.18,0.16,0.34,0.18,0.34,Matches,45af8a54
