,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
105,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3e4f735d
106,Christopher Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,34,28,2470,27.4,1,2,1,0,0,2,0,0.04,0.07,0.11,0.04,0.11,3.8,3.8,4.2,8.0,0.14,0.15,0.29,0.14,0.29,Matches,0a3f6cde
107,Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,11,1,189,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,c93231dc
108,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,25,23,1956,21.7,3,4,3,0,0,3,0,0.14,0.18,0.32,0.14,0.32,3.7,3.7,2.3,6.0,0.17,0.11,0.27,0.17,0.27,Matches,a5db0bec
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,1,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b94b8be1
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,18,1605,17.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches,feb5d3ab
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,35,34,3069,34.1,1,1,1,0,0,11,1,0.03,0.03,0.06,0.03,0.06,2.1,2.1,2.1,4.2,0.06,0.06,0.12,0.06,0.12,Matches,58afe001
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,4,0,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches,2b15a82a
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,23,2118,23.5,1,3,1,0,0,2,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,2.5,3.9,0.06,0.11,0.16,0.06,0.16,Matches,56413b1f
114,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,21,7,828,9.2,2,1,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,1.0,1.0,1.8,2.8,0.11,0.20,0.31,0.11,0.31,Matches,fa18c72e
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,34,32,2888,32.1,1,2,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,1.0,1.0,0.8,1.8,0.03,0.02,0.06,0.03,0.06,Matches,27a013f7
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,6,2,238,2.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.00,0.08,0.08,0.08,Matches,2bef2bca
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,24,22,2007,22.3,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,1.0,0.03,0.02,0.05,0.03,0.05,Matches,850c0a0d
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2f965a72
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2f965a72
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,14,11,1076,12.0,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,2.1,2.6,0.05,0.17,0.22,0.05,0.22,Matches,fdd60087
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2f7407fa
122,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,30,19,1715,19.1,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.8,2.8,2.0,4.8,0.15,0.10,0.25,0.15,0.25,Matches,97333cf5
123,José Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,14,8,791,8.8,2,1,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34,1.4,1.4,0.4,1.8,0.16,0.05,0.21,0.16,0.21,Matches,46e07328
124,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,12,2,337,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.1,0.18,0.13,0.30,0.18,0.30,Matches,46e07328
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,33,32,2821,31.3,4,8,4,0,0,8,0,0.13,0.26,0.38,0.13,0.38,2.9,2.9,5.5,8.4,0.09,0.18,0.27,0.09,0.27,Matches,86e119e0
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28d596a0
127,Kwadwo Asamoah,gh GHA,DFFW,Inter,it Serie A,30,1988,8,7,639,7.1,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07,Matches,089550f5
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,8,7,634,7.0,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,e26fcca3
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9f0ea33f
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,9,3,336,3.7,3,1,3,0,0,0,0,0.80,0.27,1.07,0.80,1.07,1.1,1.1,1.4,2.6,0.31,0.38,0.68,0.31,0.68,Matches,45af8a54
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,4,0,76,0.8,1,0,1,0,0,2,1,1.18,0.00,1.18,1.18,1.18,0.0,0.0,0.1,0.1,0.03,0.11,0.14,0.03,0.14,Matches,a69cc629
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,37,37,3262,36.2,14,3,9,5,7,9,0,0.39,0.08,0.47,0.25,0.33,14.6,9.0,4.4,13.4,0.40,0.12,0.52,0.25,0.37,Matches,7dcf86f6
133,Roger Assalé,ci CIV,FWMF,Leganés,es La Liga,25,1993,14,2,531,5.9,2,1,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,1.7,1.7,1.1,2.7,0.28,0.18,0.46,0.28,0.46,Matches,5d5219b1
134,Youcef Atal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,13,12,1003,11.1,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,1.4,1.4,1.0,2.4,0.13,0.09,0.22,0.13,0.22,Matches,6a827d8e
135,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.36,0.00,0.36,0.36,0.36,Matches,12eda7be
136,Christian Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,27,1992,19,6,749,8.3,0,3,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,1.3,1.5,0.03,0.15,0.18,0.03,0.18,Matches,8816329f
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,36,35,3136,34.8,22,3,20,2,2,3,1,0.63,0.09,0.72,0.57,0.66,14.7,13.2,3.3,16.5,0.42,0.09,0.52,0.38,0.47,Matches,d5dd5f1f
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,649b01d8
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,17,12,1135,12.6,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,1.2,1.2,0.00,0.09,0.09,0.00,0.09,Matches,3cd3b384
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,10,2,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.16,0.00,0.16,0.16,0.16,Matches,97bfa797
141,Ludwig Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,25,1994,12,10,924,10.3,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.8,2.0,0.02,0.18,0.20,0.02,0.20,Matches,9fec8860
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,33,31,2700,30.0,1,5,1,0,0,4,1,0.03,0.17,0.20,0.03,0.20,0.5,0.5,3.4,3.9,0.02,0.11,0.13,0.02,0.13,Matches,5c2b4f07
143,Mathias Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,23,14,1222,13.6,2,3,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37,1.8,1.8,2.8,4.7,0.14,0.21,0.34,0.14,0.34,Matches,7dfbba27
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,20,18,1591,17.7,9,2,9,0,0,6,0,0.51,0.11,0.62,0.51,0.62,7.7,7.7,3.6,11.3,0.43,0.20,0.64,0.43,0.64,Matches,253a06b9
145,Javier Avilés,es ESP,MFFW,Leganés,es La Liga,21,1997,9,1,184,2.0,1,1,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,0.6,0.6,0.8,1.4,0.28,0.39,0.68,0.28,0.68,Matches,53ddba36
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,26,21,1997,22.2,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.2,0.04,0.01,0.05,0.04,0.05,Matches,70d8e84c
147,Taiwo Awoniyi,ng NGA,FWMF,Mainz 05,de Bundesliga,21,1997,12,5,483,5.4,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,3.2,3.2,0.8,4.0,0.59,0.15,0.74,0.59,0.74,Matches,e5478b87
148,Florian Ayé,fr FRA,FWMF,Brescia,it Serie A,22,1997,22,15,1380,15.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,2.4,2.4,1.1,3.5,0.15,0.07,0.23,0.15,0.23,Matches,718b8afd
149,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,27,1991,37,37,3148,35.0,9,2,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,7.5,7.5,2.5,10.0,0.21,0.07,0.29,0.21,0.29,Matches,da052c14
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,31,31,2731,30.3,2,3,2,0,0,10,0,0.07,0.10,0.16,0.07,0.16,2.2,2.2,2.3,4.5,0.07,0.08,0.15,0.07,0.15,Matches,2200181e
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,25,14,1361,15.1,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,2.4,2.4,0.3,2.7,0.16,0.02,0.18,0.16,0.18,Matches,0cc474e7
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,36,36,3229,35.9,2,6,2,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.4,2.4,6.0,8.5,0.07,0.17,0.24,0.07,0.24,Matches,53cad200
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,11,9,827,9.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.02,0.08,0.10,0.02,0.10,Matches,d3ce9f1f
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,36,35,2903,32.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.1,0.03,0.00,0.04,0.03,0.04,Matches,bfd381b3
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,25,17,1422,15.8,3,0,3,0,2,4,0,0.19,0.00,0.19,0.19,0.19,6.6,4.9,1.6,6.5,0.42,0.10,0.52,0.31,0.41,Matches,422ec08a
156,Carlos Bacca,co COL,FW,Villarreal,es La Liga,32,1986,19,7,688,7.6,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.4,3.4,0.9,4.3,0.45,0.12,0.57,0.45,0.57,Matches,09a9e921
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,22,20,1585,17.6,1,0,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.1,1.1,0.7,1.8,0.06,0.04,0.10,0.06,0.10,Matches,e8c930bb
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3489184e
159,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,16,16,1411,15.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05,Matches,06df8256
160,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.52,0.00,0.52,0.52,0.52,Matches,3deb2342
161,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,518f2234
162,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,20,10,907,10.1,4,0,3,1,1,3,0,0.40,0.00,0.40,0.30,0.30,3.4,2.6,0.6,3.2,0.33,0.06,0.39,0.26,0.31,Matches,5046b7d4
163,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,23,22,1941,21.6,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.9,1.4,0.02,0.04,0.07,0.02,0.07,Matches,f261abcb
164,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,22,12,1090,12.1,5,3,5,0,0,0,2,0.41,0.25,0.66,0.41,0.66,4.3,4.3,2.2,6.5,0.36,0.18,0.54,0.36,0.54,Matches,3a233281
165,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,4,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a1232f4e
166,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,15,13,1268,14.1,1,0,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.0,0.7,0.05,0.00,0.05,0.05,0.05,Matches,5065d67d
167,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,8,4,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.01,0.18,0.20,0.01,0.20,Matches,b18095b6
168,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,be13e5a8
169,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,20,20,1719,19.1,1,2,1,0,0,4,1,0.05,0.10,0.16,0.05,0.16,2.1,2.1,1.2,3.3,0.11,0.06,0.17,0.11,0.17,Matches,59bf127b
170,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,8,7,545,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.09,0.09,0.18,0.09,0.18,Matches,1b278bf5
171,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a8567629
172,Ridle Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,30,26,2351,26.1,1,3,1,0,0,5,1,0.04,0.11,0.15,0.04,0.15,1.0,1.0,3.4,4.5,0.04,0.13,0.17,0.04,0.17,Matches,442b56fa
173,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,17,13,1177,13.1,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.5,2.0,0.12,0.03,0.15,0.12,0.15,Matches,3626f7d9
174,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,21,9,858,9.5,4,1,4,0,0,4,0,0.42,0.10,0.52,0.42,0.52,4.0,4.0,0.7,4.7,0.42,0.07,0.49,0.42,0.49,Matches,509a4ccb
175,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,26,1993,38,38,3420,38.0,2,3,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.6,0.6,1.7,2.4,0.02,0.05,0.06,0.02,0.06,Matches,394854c4
176,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,30,1989,16,12,1089,12.1,2,2,2,0,0,4,1,0.17,0.17,0.33,0.17,0.33,4.0,4.0,1.7,5.7,0.33,0.14,0.47,0.33,0.47,Matches,a58bb1e1
177,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,9,6,563,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,1fe67e86
178,Leonardo Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,7,1,133,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7c3ed041
179,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8cb494c9
180,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,22,1997,21,18,1679,18.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.5,2.5,0.05,0.08,0.13,0.05,0.13,Matches,f449640d
181,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,11,4,401,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.02,0.06,0.04,0.06,Matches,4e7bfc23
182,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,19,16,1404,15.6,5,0,5,0,0,6,1,0.32,0.00,0.32,0.32,0.32,7.1,7.1,0.6,7.8,0.46,0.04,0.50,0.46,0.50,Matches,8ff07990
183,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,7,6,554,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matches,7fecbcdb
184,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,26,22,1937,21.5,1,4,0,1,3,1,0,0.05,0.19,0.23,0.00,0.19,5.6,3.3,2.7,5.9,0.26,0.12,0.39,0.15,0.28,Matches,b2bd0f6c
185,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,33,28,2475,27.5,3,7,1,2,2,10,0,0.11,0.25,0.36,0.04,0.29,3.2,1.6,6.1,7.7,0.11,0.22,0.34,0.06,0.28,Matches,fa937f7a
186,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,27,26,2207,24.5,4,0,4,0,0,13,1,0.16,0.00,0.16,0.16,0.16,3.7,3.7,0.1,3.8,0.15,0.00,0.15,0.15,0.15,Matches,0821331c
187,Antonín Barák,cz CZE,MFFW,Udinese,it Serie A,24,1994,8,1,194,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.05,0.08,0.13,0.05,0.13,Matches,01efac19
188,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,16,15,1369,15.2,2,1,2,0,0,0,0,0.13,0.07,0.20,0.13,0.20,3.9,3.9,1.6,5.5,0.25,0.11,0.36,0.25,0.36,Matches,01efac19
189,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,5,450,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,c010b898
190,Danilo Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,16,12,1122,12.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.8,0.04,0.03,0.07,0.04,0.07,Matches,0557ff4f
191,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches,1ddbc7ca
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,30,23,2114,23.5,7,2,7,0,0,5,0,0.30,0.09,0.38,0.30,0.38,5.1,5.1,3.5,8.7,0.22,0.15,0.37,0.22,0.37,Matches,cac2537b
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,34,1985,21,21,1890,21.0,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,1.4,1.7,0.02,0.07,0.08,0.02,0.08,Matches,1ae30132
194,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,27,23,2013,22.4,1,4,1,0,0,11,0,0.04,0.18,0.22,0.04,0.22,2.1,2.1,1.7,3.7,0.09,0.07,0.17,0.09,0.17,Matches,6928979a
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,15,6,586,6.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.02,0.05,0.04,0.05,Matches,3f7cd8f1
196,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,26,20,1688,18.8,1,2,1,0,0,6,0,0.05,0.11,0.16,0.05,0.16,1.6,1.6,2.0,3.6,0.09,0.10,0.19,0.09,0.19,Matches,a64cbd35
197,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,8,4,313,3.5,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.7,0.7,1.1,1.8,0.20,0.32,0.52,0.20,0.52,Matches,aad53e64
198,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.7,2.7,2.3,5.1,0.22,0.19,0.41,0.22,0.41,Matches,3a24769f
199,Aymen Barkok,ma MAR,FWMF,Düsseldorf,de Bundesliga,21,1998,3,1,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a2a85828
200,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,29,1989,19,17,1352,15.0,6,0,5,1,1,4,0,0.40,0.00,0.40,0.33,0.33,6.2,5.4,0.3,5.7,0.41,0.02,0.43,0.36,0.38,Matches,2691c772
201,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.60,0.26,0.60,8.1,8.1,4.1,12.2,0.35,0.18,0.53,0.35,0.53,Matches,3ea50f67
202,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,12,7,641,7.1,0,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.6,0.7,0.02,0.08,0.09,0.02,0.09,Matches,487d9b09
203,Antonio Barreca,it ITA,DFFW,Genoa,it Serie A,24,1995,18,11,1095,12.2,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.7,0.8,0.02,0.05,0.07,0.02,0.07,Matches,6a189491
204,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,18,11,938,10.4,0,2,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,0.3,0.7,0.04,0.03,0.07,0.04,0.07,Matches,00242b75
205,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,17,3,442,4.9,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.9,0.9,0.5,1.4,0.18,0.10,0.29,0.18,0.29,Matches,200e89e1
206,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,2,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,43a1bea5
207,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,20,1998,18,14,1354,15.0,9,2,8,1,1,1,0,0.60,0.13,0.73,0.53,0.66,5.3,4.5,3.1,7.6,0.35,0.20,0.56,0.30,0.50,Matches,e5bf73f3
208,Musa Barrow,gm GAM,FWMF,Atalanta,it Serie A,20,1998,7,1,190,2.1,0,2,0,0,1,0,0,0.00,0.95,0.95,0.00,0.95,2.4,1.6,1.0,2.6,1.15,0.46,1.61,0.77,1.24,Matches,e5bf73f3
209,Fin Bartels,de GER,MFFW,Werder Bremen,de Bundesliga,32,1987,14,1,340,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.08,0.07,0.15,0.08,0.15,Matches,acc7b7ec
210,Marc Bartra,es ESP,DFMF,Betis,es La Liga,28,1991,30,29,2524,28.0,3,1,3,0,0,8,0,0.11,0.04,0.14,0.11,0.14,2.5,2.5,2.0,4.5,0.09,0.07,0.16,0.09,0.16,Matches,b742cc0d
